Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
tuan,2,tuan2,Yes,,"round  / lump  / ball  / to roll into a ball  / to gather  / regiment  / group  / society  / classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke); dumpling; slash"
tuan,3,tuan3,Yes,,village  / animal track; place trodden by animals
tuan,4,tuan4,Yes,,to foretell the future using the trigrams of the Book of Changes 易經｜易经
tui,1,tui1,Yes,,to push  / to cut  / to refuse  / to reject  / to decline  / to shirk (responsibility)  / to put off  / to delay  / to push forward  / to nominate  / to elect  / massage; Leonurus macranthus
tui,2,tui2,Yes,,to crumble  / to collapse  / to decline  / to decay  / decadent  / dejected  / dispirited  / balding; Japanese brown bear; variant of 頹｜颓
tui,3,tui3,Yes,,leg  / CL: 條｜条; hip bone  / old variant of 腿
tui,4,tui4,Yes,,"to retreat; to withdraw  / to reject; to return (sth)  / to decline; to take off (clothes); to shed (feathers)  / (of color) to fade  / (fig.) (of emotions, awareness etc) to fade  / Taiwan pr. [tun4]; skin cast off during molting  / exuvia  / to pupate  / to molt  / to slough  / to cast off an old skin or shell"
tun,1,tun1,Yes,,to swallow  / to take; move slowly; planet Jupiter  / vomit
tun,2,tun2,Yes,,to station (soldiers)  / to store up  / village; used in 餛飩｜馄饨  / Taiwan pr. [dun4]; suckling pig
tun,3,tun3,Yes,,to float  / to deep-fry
tun,4,tun4,Yes,,to slip out of sth  / to hide sth in one&#039;s sleeve
tuo,1,tuo1,Yes,,to shed  / to take off  / to escape  / to get away from; to trust  / to entrust  / to be entrusted with  / to act as trustee; to drag  / to tow  / to trail  / to hang down  / to mop (the floor)  / to delay  / to drag on
tuo,2,tuo2,Yes,,"to carry on one&#039;s back; variant of 馱｜驮; mound; heap; lump  / classifier for small mounds (e.g. animal scat deposits)  / (of noodles, jiaozi 餃子｜饺子 etc) to stick together; to form a clump"
tuo,3,tuo3,Yes,,suitable  / adequate  / ready  / settled; length of 2 outstretched arms; ellipse
tuo,4,tuo4,Yes,,surname Tuo; to expand  / to push sth with the hand  / to develop  / to open up; saliva  / to spit
wa,1,wa1,Yes,,to dig  / to excavate  / to scoop out; Wow!  / sound of a child&#039;s crying  / sound of vomiting; frog  / CL: 隻｜只
wa,2,wa2,Yes,,baby  / doll
wa,3,wa3,Yes,,"roof tile  / abbr. for 瓦特; Wa, Kawa or Va ethnic group of Myanmar, south China and southeast Asia; to crawl  / to climb  / to scoop up"
wa,4,wa4,Yes,,socks  / stockings; variant of 韤｜袜; variant of 襪｜袜
wai,1,wai1,Yes,,askew  / at a crooked angle  / devious  / noxious  / (coll.) to lie on one&#039;s side; lopsided  / Taiwan pr. [kuai1]; awry (mouth)  / askew  / Taiwan pr. [kuai1]
wai,2,wai2,No,,
wai,3,wai3,Yes,,to sprain (one&#039;s ankle) (Tw); to sprain (one&#039;s ankle)  / see 崴子
wai,4,wai4,Yes,,outside  / in addition  / foreign  / external
wan,1,wan1,Yes,,to bend  / bent  / a bend; a turn (in a road etc)  / CL: 道; bay  / gulf  / to cast anchor  / to moor (a boat); to scoop out  / to gouge out
wan,2,wan2,Yes,,to finish  / to be over  / whole  / complete  / entire; ball  / pellet  / pill; to play  / to have fun  / to trifle with  / toy  / sth used for amusement  / curio or antique (Taiwan pr. [wan4])  / to keep sth for entertainment
wan,3,wan3,Yes,,"evening  / night  / late; bowl  / cup  / CL: 隻｜只, 個｜个; variant of 碗"
wan,4,wan4,Yes,,"ten thousand  / a great number; surname Wan; wrist  / (squid, starfish etc) arm"
wang,1,wang1,Yes,,"surname Wang; expanse of water  / ooze  / (onom.) bark  / classifier for liquids: pool, puddle; feeble  / lame"
wang,2,wang2,Yes,,king or monarch  / best or strongest of its type  / grand  / great; surname Wang; to die  / to lose  / to be gone  / to flee  / deceased
wang,3,wang3,Yes,,net  / network; to go (in a direction)  / to  / towards  / (of a train) bound for  / past  / previous; old variant of 往
wang,4,wang4,Yes,,to forget  / to overlook  / to neglect; full moon  / to hope  / to expect  / to visit  / to gaze (into the distance)  / to look towards  / towards; prosperous  / flourishing  / (of flowers) blooming  / (of fire) roaring
wei,1,wei1,Yes,,surname Wei  / ancient Chinese state near present-day Chongqing  / Taiwan pr. [Wei2]; tiny  / miniature  / slightly  / profound  / abtruse  / to decline  / one millionth part of  / micro-  / Taiwan pr. [wei2]; used in 委蛇
wei,2,wei2,Yes,,"as (in the capacity of)  / to take sth as  / to act as  / to serve as  / to behave as  / to become  / to be  / to do  / by (in the passive voice); to encircle  / to surround  / all around  / to wear by wrapping around (scarf, shawl); variant of 為｜为"
wei,3,wei3,Yes,,tail  / remainder  / remnant  / extremity  / sixth of the 28 constellations  / classifier for fish; surname Wei; to entrust  / to cast aside  / to shift (blame etc)  / to accumulate  / roundabout  / winding  / dejected  / listless  / committee member  / council  / end  / actually  / certainly
wei,4,wei4,Yes,,"because of  / for  / to; position  / location  / place  / seat  / classifier for people (honorific)  / classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)  / (physics) potential; hey  / to feed (an animal, baby, invalid etc)"
wen,1,wen1,Yes,,used in 魚塭｜鱼塭  / used in place names; short-headed pig; sardine
wen,2,wen2,Yes,,to hear  / news  / well-known  / famous  / reputation  / fame  / to smell  / to sniff at; language  / culture  / writing  / formal  / literary  / gentle  / (old) classifier for coins  / Kangxi radical 67; surname Wen
wen,3,wen3,Yes,,settled; steady; stable; kiss  / to kiss  / mouth; variant of 吻
wen,4,wen4,Yes,,"to ask; to inquire; Wen River in northwest Sichuan (same as 汶川)  / classical name of river in Shandong, used to refer to Qi 齊國｜齐国; old variant of 絻"
weng,1,weng1,Yes,,surname Weng; elderly man  / father  / father-in-law  / neck feathers of a bird (old); (onom.) buzz  / hum  / drone
weng,2,weng2,No,,
weng,3,weng3,Yes,,(of clouds) to rise  / (of water) to swell; clear and cloudless sky; luxuriant vegetation
weng,4,weng4,Yes,,"surname Weng; pottery container for water, wine etc; water spinach or ong choy (Ipomoea aquatica), used as a vegetable in south China and southeast Asia  / Taiwan pr. [yong1]"
wo,1,wo1,Yes,,nest  / pit or hollow on the human body  / lair  / den  / place  / to harbor or shelter  / to hold in check  / to bend  / classifier for litters and broods; used 老撾｜老挝; eddy  / whirlpool
wo,2,wo2,No,,
wo,3,wo3,Yes,,I; me; my; (archaic) maid
wo,4,wo4,Yes,,to hold; to grasp  / to clench (one&#039;s fist)  / (bound form) to have in one&#039;s control  / classifier: a handful; to lie  / to crouch; fertile  / rich  / to irrigate  / to wash (of river)
wu,1,wu1,Yes,,(bound form) house  / (bound form) room; dirty  / filthy  / foul  / corrupt  / to smear  / to defile  / dirt  / filth; (literary) Oh!  / Ah!
wu,2,wu2,Yes,,not to have  / no  / none  / not  / to lack  / un-  / -less; surname Wu; (old) I; my
wu,3,wu3,Yes,,"five  / 5; to dance  / to wield  / to brandish; to enclose  / to cover with the hand (one&#039;s eyes, nose or ears)  / to cover up (an affair)  / contrary  / to contradict"
wu,4,wu4,Yes,,"mistake  / error  / to miss  / to harm  / to delay  / to neglect  / mistakenly; fog  / mist  / CL: 場｜场, 陣｜阵; do not"
xi,1,xi1,Yes,,"west; to breathe  / to suck in  / to absorb  / to inhale; sparse; scattered  / rare; uncommon  / diluted; thin; watery  / (bound form) sth liquid or of thin consistency (as in 綠豆稀｜绿豆稀 &quot;sweet mung bean soup&quot;)  / (bound form) totally; extremely (used with negative attributes, as in 稀糟 &quot;utterly ruined&quot;)"
xi,2,xi2,Yes,,"woven mat  / seat  / banquet  / place in a democratic assembly  / classifier for banquets, conversations etc; variant of 席  / woven mat; surname Xi"
xi,3,xi3,Yes,,"to wash; to bathe  / to develop (photographs)  / to shuffle (cards etc)  / to erase (a recording); to be fond of  / to like  / to enjoy  / to be happy  / to feel pleased  / happiness  / delight  / glad; double happiness (similar to 喜喜)  / symbol of good luck, esp. marriage"
xi,4,xi4,Yes,,to connect  / to relate to  / to tie up  / to bind  / to be (literary); system  / department  / faculty; to connect  / to arrest  / to worry
xia,1,xia1,Yes,,blind  / groundlessly  / foolishly  / to no purpose; shrimp  / prawn; to sip; to drink  / Taiwan pr. [xia2]
xia,2,xia2,Yes,,blemish  / flaw in jade; rose-tinted sky or clouds at sunrise or sunset; knight-errant  / brave and chivalrous  / hero  / heroic
xia,3,xia3,No,,
xia,4,xia4,Yes,,"down  / downwards  / below  / lower  / later  / next (week etc)  / second (of two parts)  / to decline  / to go down  / to arrive at (a decision, conclusion etc)  / measure word to show the frequency of an action; to frighten  / to scare; the Xia or Hsia dynasty c. 2000 BC  / Xia of the Sixteen Kingdoms (407-432)  / surname Xia"
xian,1,xian1,Yes,,beforehand; first; earlier  / at first; originally  / for the time being; for now  / (prefix) my late (in referring to deceased relatives older than oneself); fresh  / bright (in color)  / delicious  / tasty  / delicacy  / aquatic foods; fish  / old variant of 鮮｜鲜
xian,2,xian2,Yes,,all  / everyone  / each  / widespread  / harmonious; salted  / salty  / stingy  / miserly; idle  / unoccupied  / leisure
xian,3,xian3,Yes,,to make visible  / to reveal  / prominent  / conspicuous  / (prefix) phanero-; danger  / dangerous  / rugged; few  / rare
xian,4,xian4,Yes,,"thread  / string  / wire  / line  / CL: 條｜条, 股, 根 / (after a number) tier (unofficial ranking of a Chinese city); variant of 線｜线; county"
xiang,1,xiang1,Yes,,fragrant  / sweet smelling  / aromatic  / savory or appetizing  / (to eat) with relish  / (of sleep) sound  / perfume or spice  / joss or incense stick  / CL: 根; box  / trunk  / chest; country or countryside  / native place  / home village or town  / township (PRC administrative unit)
xiang,2,xiang2,Yes,,auspicious  / propitious; detailed  / comprehensive; to surrender; to capitulate  / to subdue; to conquer; to tame
xiang,3,xiang3,Yes,,to think (about)  / to think of; to devise  / to think (that); to believe (that)  / to desire; to want (to)  / to miss (feel wistful about the absence of); echo  / sound  / noise  / to make a sound  / to sound  / to ring  / loud  / classifier for noises; to enjoy  / to benefit  / to have the use of
xiang,4,xiang4,Yes,,towards  / to face  / to turn towards  / direction  / to support  / to side with  / shortly before  / formerly  / always  / all along  / (suffix) suitable for ...  / oriented to ...; to resemble  / to be like  / to look as if  / such as  / appearance  / image  / portrait  / image under a mapping (math.); to tend toward  / to guide  / variant of 向
xiao,1,xiao1,Yes,,to melt (metal)  / to cancel; to annul  / to sell  / to expend; to spend  / pin; bolt  / to fasten with a pin or bolt; to diminish; to subside  / to consume; to reduce  / to idle away (the time)  / (after 不 or 只 or 何 etc) to need; to require; to take; to peel with a knife  / to pare  / to cut (a ball at tennis etc)
xiao,2,xiao2,Yes,,"confused and disorderly  / mixed  / Taiwan pr. [yao2]; Xiao River in Hebei province; (Tw) (vulgar) semen (from Taiwanese 潲, Tai-lo pr. [siâu])"
xiao,3,xiao3,Yes,,small  / tiny  / few  / young; dwarf bamboo  / thin bamboo; dawn  / daybreak  / to know  / to let sb know  / to make explicit
xiao,4,xiao4,Yes,,to laugh; to smile  / to laugh at; old variant of 笑; (bound form) school; college  / (bound form) (military) field officer
xie,1,xie1,Yes,,"classifier indicating a small amount or small number greater than 1: some, a few, several; to rest  / to take a break  / to stop  / to halt  / (dialect) to sleep  / a moment  / a short while; short garments"
xie,2,xie2,Yes,,"shoe  / CL: 雙｜双, 隻｜只; variant of 鞋; inclined  / slanting  / oblique  / tilting"
xie,3,xie3,Yes,,to write; see 血
xie,4,xie4,Yes,,(bound form) to leak out; to discharge; (fig.) to divulge; to unload  / to unhitch  / to remove or strip  / to get rid of; to flow out swiftly  / to flood  / a torrent  / diarrhea  / laxative
xin,1,xin1,Yes,,"new  / newly  / meso- (chemistry); heart  / mind  / intention  / center  / core  / CL: 顆｜颗, 個｜个; abbr. for Xinjiang 新疆  / abbr. for Singapore 新加坡  / surname Xin"
xin,2,xin2,Yes,,guard (on a sword handle)  / pommel (on a sword handle)  / dagger  / Taiwan pr. [tan2]
xin,3,xin3,Yes,,nervous  / fearful
xin,4,xin4,Yes,,letter  / mail  / CL: 封 / to trust  / to believe  / to profess faith in  / truthful  / confidence  / trust  / at will  / at random; used in 芯子  / Taiwan pr. [xin1]; quarrel  / dispute  / a blood sacrifice (arch.)
xing,1,xing1,Yes,,fishy (smell); surname Xing; to rise  / to flourish  / to become popular  / to start  / to encourage  / to get up  / (often used in the negative) to permit or allow (dialect)  / maybe (dialect)
xing,2,xing2,Yes,,(bound form) to walk; to go; to travel  / (literary) trip; journey; visit  / (bound form) temporary; makeshift  / (bound form) current; in circulation  / (bound form) to do; to perform  / capable; competent  / all right; OK!; will do  / behavior; conduct (Taiwan pr. [xing4])  / (literary) about to; soon; mold  / type  / style  / model; to appear  / to look  / form  / shape
xing,3,xing3,Yes,,to wake up  / to be awake  / to become aware  / to sober up  / to come to; (bound form) to scrutinize  / (bound form) to reflect (on one&#039;s conduct)  / (bound form) to come to realize  / (bound form) to pay a visit (to one&#039;s parents or elders); to blow (one&#039;s nose)
xing,4,xing4,Yes,,"family name; surname  / to be surnamed ...; nature  / character  / property  / quality  / attribute  / sexuality  / sex  / gender  / suffix forming adjective from verb  / suffix forming noun from adjective, corresponding to -ness or -ity  / essence  / CL: 個｜个; feeling or desire to do sth  / interest in sth  / excitement"
xiong,1,xiong1,Yes,,terrible  / fearful; vicious  / fierce  / ominous  / inauspicious  / famine  / variant of 兇｜凶; chest  / bosom  / heart  / mind  / thorax
xiong,2,xiong2,Yes,,bear  / (coll.) to scold; to rebuke  / (coll.) weak; incapable; male  / staminate  / grand  / imposing  / powerful  / mighty  / person or state having great power and influence; surname Xiong
xiong,3,xiong3,No,,
xiong,4,xiong4,Yes,,(literary) to spy  / to pry into; surname Xiong
xiu,1,xiu1,Yes,,to decorate  / to embellish  / to repair  / to build  / to write  / to cultivate  / to study  / to take (a class); variant of 修; dried meat presented by pupils to their teacher at their first meeting (in ancient times)  / dried; withered
xiu,2,xiu2,No,,
xiu,3,xiu3,Yes,,(literary) water that was used to rinse rice and has become smelly; befouled water; night  / classifier for nights; rotten
xiu,4,xiu4,Yes,,to rust; to embroider; embroidery; variant of 鏽｜锈
xu,1,xu1,Yes,,to require  / to need  / to want  / necessity  / need; emptiness  / void  / abstract theory or guiding principles  / empty or unoccupied  / diffident or timid  / false  / humble or modest  / (of health) weak  / virtual  / in vain; must  / to have to  / to wait
xu,2,xu2,Yes,,surname Xu; slowly  / gently
xu,3,xu3,Yes,,to allow  / to permit  / to promise  / to praise  / somewhat  / perhaps; surname Xu; used in 栩栩  / jolcham oak (Quercus serrata)
xu,4,xu4,Yes,,(bound form) order; sequence  / (bound form) introductory; initial  / preface; to continue  / to replenish; abbr. for Syria 敘利亞｜叙利亚
xuan,1,xuan1,Yes,,"surname Xuan; pavilion with a view  / high  / tall  / high fronted, curtained carriage (old); surname Xuan"
xuan,2,xuan2,Yes,,to hang or suspend  / to worry  / public announcement  / unresolved  / baseless  / without foundation; black  / mysterious; (jade)
xuan,3,xuan3,Yes,,to choose  / to pick  / to select  / to elect; brilliant; glorious  / sob  / weep
xuan,4,xuan4,Yes,,"wash (color); weep; stick-like implement inserted into the handles of a tripod cauldron in ancient times in order to lift the cauldron  / commonly used in Korean names, transcribed as &quot;hyun&quot;"
xue,1,xue1,Yes,,surname Xue  / vassal state during the Zhou Dynasty (1046-256 BC); wormwood like grass (classical); to pare  / to reduce  / to remove  / Taiwan pr. [xue4]
xue,2,xue2,Yes,,to learn  / to study  / to imitate  / science  / -ology; cave  / cavity  / hole  / acupuncture point  / Taiwan pr. [xue4]; to store grain by enclosing it in a woven mat rolled into a vertical cylinder
xue,3,xue3,Yes,,snow  / CL: 場｜场 / (literary) to wipe away (a humiliation etc); surname Xue; codfish  / Gadus macrocephalus
xue,4,xue4,Yes,,"blood  / colloquial pr. [xie3]  / CL: 滴, 片; joy  / to joke  / to banter  / to tease  / to mock  / Taiwan pr. [nu:e4]; (archaic) to enter  / to fly"
xun,1,xun1,Yes,,to smoke  / to fumigate  / to assail the nostrils  / to perfume; variant of 熏; fragrance  / warm  / to educate  / variant of 熏  / to smoke  / to fumigate
xun,2,xun2,Yes,,to search  / to look for  / to seek; to ask about  / to inquire about; to patrol  / to make one&#039;s rounds  / classifier for rounds of drinks
xun,3,xun3,No,,
xun,4,xun4,Yes,,to teach; to train; to admonish  / (bound form) instruction (from superiors); teachings; rule; to attain gradually  / to tame  / Taiwan pr. [xun2]; rapid  / fast
ya,1,ya1,Yes,,to press  / to push down  / to keep under (control)  / pressure; to mortgage  / to pawn  / to detain in custody  / to escort and protect  / (literary) to sign; duck (CL:隻｜只)  / (slang) male prostitute
ya,2,ya2,Yes,,tooth  / ivory  / CL: 顆｜颗; bud  / sprout; surname Ya
ya,3,ya3,Yes,,"mute; dumb; incapable of speech  / (of a voice) hoarse; husky  / (bound form) (of a bullet, bomb etc) dud; elegant; mute, incapable of speech  / same as 啞｜哑"
ya,4,ya4,Yes,,used in 壓根兒｜压根儿  / used in 壓馬路｜压马路  / used in 壓板｜压板; Asia  / Asian  / Taiwan pr. [Ya3]; second  / next to  / inferior  / sub-  / Taiwan pr. [ya3]
yan,1,yan1,Yes,,cigarette or pipe tobacco  / CL: 根 / smoke  / mist  / vapour  / CL: 縷｜缕 / tobacco plant  / (of the eyes) to be irritated by smoke; tobacco (variant of 煙｜烟); to flood  / to submerge  / to drown  / to irritate the skin (of liquids)  / to delay
yan,2,yan2,Yes,,"salt  / CL: 粒; tight (closely sealed)  / stern  / strict  / rigorous  / severe  / father; along  / to follow (a line, tradition etc)  / to carry on  / to trim (a border with braid, tape etc)  / border  / edge"
yan,3,yan3,Yes,,"eye (CL:隻｜只,雙｜双)  / (often used with 一) a look; a glance  / small hole  / (bound form) salient point  / classifier for wells, cave-dwellings etc; to perform (a play etc); to stage (a show)  / (bound form) to develop; to play out; to carry out (a task); &quot;house on a cliff&quot; radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc"
yan,4,yan4,Yes,,to examine  / to test  / to check; to swallow; variant of 驗｜验
yang,1,yang1,Yes,,"center  / end  / to beg  / to plead; sapling; seedling; sprout; (esp.) rice seedling  / stem; stalk; vine  / baby livestock; fry  / (dialect) to raise; to cultivate (plants or animals); agitated (wind, cloud)  / boundless"
yang,2,yang2,Yes,,"sheep; goat  / CL: 頭｜头, 隻｜只; ocean  / vast  / foreign  / silver dollar or coin; to raise  / to hoist  / the action of tossing or winnowing  / scattering (in the wind)  / to flutter  / to propagate"
yang,3,yang3,Yes,,to raise (animals)  / to bring up (children)  / to keep (pets)  / to support  / to give birth; to face upward  / to look up  / to admire  / to rely on; oxygen (chemistry)
yang,4,yang4,Yes,,"manner  / pattern  / way  / appearance  / shape  / classifier: kind, type; sickness; to overflow  / to ripple  / used in place names  / see 漾濞"
yao,1,yao1,Yes,,"the waist and lower back  / (bound form) kidney of an animal (as food)  / the waist of trousers or a skirt  / (metonym) money pouch; pocket  / (bound form) the middle section of an upright object (mountain, bottle etc); to invite  / to request  / to intercept  / to solicit  / to seek; (bound form) to demand; to coerce"
yao,2,yao2,Yes,,to shake  / to rock  / to row  / to crank; kiln  / oven  / coal pit  / cave dwelling  / (coll.) brothel; variant of 窯｜窑
yao,3,yao3,Yes,,to bite  / to nip; variant of 咬; dark and quiet  / disappear
yao,4,yao4,Yes,,"to want; to need; to ask for  / will; shall; about to  / need to; should  / if (same as 要是)  / (bound form) important; medicine  / drug  / substance used for a specific purpose (e.g. poisoning, explosion, fermenting)  / CL: 種｜种, 服, 味 / to poison; leaf of the iris  / variant of 藥｜药"
ye,1,ye1,Yes,,"(phonetic ye); to tuck (into a pocket)  / to hide  / to conceal; onomat. for surprise, amazement and sigh"
ye,2,ye2,Yes,,interrogative particle (classical); grandpa  / old gentleman; used in 鏌鋣｜镆铘
ye,3,ye3,Yes,,also; too; as well; (not ...) either  / (used after a verbal or nominal expression X to indicate that X is an extreme or unexpected case) even (X)  / (literary) particle having functions similar to 啊; field  / plain  / open space  / limit  / boundary  / rude  / feral; old variant of 野
ye,4,ye4,Yes,,page  / leaf; night; variant of 夜
yi,1,yi1,Yes,,one  / single  / a (article)  / as soon as  / entire; whole; all; throughout  / &quot;one&quot; radical in Chinese characters (Kangxi radical 1)  / also pr. [yao1] for greater clarity when spelling out numbers digit by digit; to depend on  / to comply with or listen to sb  / according to  / in the light of; clothes  / CL: 件 / Kangxi radical 145
yi,2,yi2,Yes,,to move  / to shift  / to change  / to alter  / to remove; mother&#039;s sister  / aunt; (literary) (botany) (a species of linden whose timber was used to make coffins in ancient times)
yi,3,yi3,Yes,,"already  / to stop  / then  / afterwards; second of the ten Heavenly Stems 十天干  / second in order  / letter &quot;B&quot; or Roman &quot;II&quot; in list &quot;A, B, C&quot;, or &quot;I, II, III&quot; etc  / second party (in legal contract, usually 乙方, as opposed to 甲方)  / ethyl  / bent  / winding  / radical in Chinese characters (Kangxi radical 5)  / ancient Chinese compass point: 105°; to use  / by means of  / according to  / in order to  / because of  / at (a certain date or place)"
yi,4,yi4,Yes,,100 million; also; to comment on  / to discuss  / to suggest
yin,1,yin1,Yes,,overcast (weather)  / cloudy  / shady  / Yin (the negative principle of Yin and Yang)  / negative (electric.)  / feminine  / moon  / implicit  / hidden  / genitalia; variant of 陰｜阴; cause  / reason  / because
yin,2,yin2,Yes,,"silver  / silver-colored  / relating to money or currency; to chant; to recite  / verse; song (often used in titles of classical poems)  / (literary) to lament; to groan  / (bound form) (in poetry) the cry of certain animals and insects  / (music) rapid vibrato (technique for playing the guqin 古琴) (cf. 猱, wide vibrato); excess  / excessive  / wanton  / lewd  / lascivious  / obscene  / depraved"
yin,3,yin3,Yes,,"to draw (e.g. a bow)  / to pull  / to stretch sth  / to extend  / to lengthen  / to involve or implicate in  / to attract  / to lead  / to guide  / to leave  / to provide evidence or justification for  / old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters; addiction  / craving; smile (archaic)"
yin,4,yin4,Yes,,"to print  / to mark  / to engrave  / a seal  / a print  / a stamp  / a mark  / a trace  / image; surname Yin  / abbr. for 印度, India; to give (animals) water to drink"
ying,1,ying1,Yes,,to agree (to do sth)  / should  / ought to  / must  / (legal) shall; eagle  / falcon  / hawk; cherry
ying,2,ying2,Yes,,to beat  / to win  / to profit; to welcome; to meet  / to forge ahead (esp. in the face of difficulties); to meet face to face; camp  / barracks  / battalion  / to build  / to operate  / to manage  / to strive for
ying,3,ying3,Yes,,picture  / image  / film  / movie  / photograph  / reflection  / shadow  / trace; head of grain  / husk  / tip  / point  / clever  / gifted  / outstanding; surname Ying  / river in Henan and Anhui
ying,4,ying4,Yes,,to answer  / to respond  / to comply with  / to deal or cope with; hard; stiff; solid  / (fig.) strong; firm  / resolutely; uncompromisingly  / laboriously; with great difficulty  / good (quality); able (person)  / (of food) filling; substantial; to reflect (light)  / to shine  / to project (an image onto a screen etc)
yong,1,yong1,Yes,,name of a river  / sluice; ordinary  / to use; fortified wall  / city wall
yong,2,yong2,Yes,,(literary) (of a fish) to stick its mouth out of the water; grand  / majestic  / just  / stern; bighead carp
yong,3,yong3,Yes,,to bubble up  / to rush forth; variant of 湧｜涌; swimming  / to swim
yong,4,yong4,Yes,,to use; to make use of; to employ  / (coverb) with; using  / to need; to have to (usu. used in the negative or in questions)  / usefulness; utility  / (bound form) expense; outlay  / (courteous) to eat; to drink  / (literary) hence; therefore; commission (for middleman)  / brokerage fee; to drink to excess  / dissolute
you,1,you1,Yes,,excellent  / superior; to worry  / to concern oneself with  / worried  / anxiety  / sorrow  / (literary) to observe mourning; Oh! (exclamation of dismay etc)  / used in 呦呦
you,2,you2,Yes,,"oil  / fat  / grease  / petroleum  / to apply tung oil, paint or varnish  / oily  / greasy  / glib  / cunning; to follow  / from  / because of; due to  / by; via; through  / (before a noun and a verb) it is for ... to ...; to walk  / to tour  / to roam  / to travel"
you,3,you3,Yes,,"to have; there is  / (bound form) having; with; -ful; -ed; -al (as in 有意 intentional); 10th earthly branch: 5-7 p.m., 8th solar month (8th September-7th October), year of the Rooster  / ancient Chinese compass point: 270° (west); europium (chemistry)"
you,4,you4,Yes,,(bound form) right; right-hand side  / (bound form) (politics) right of center  / (bound form) (old) west  / (literary) the right side as the side of precedence; (once) again  / also  / both... and...  / and yet  / (used for emphasis) anyway; to forgive  / to help  / profound
yu,1,yu1,Yes,,surname Yu  / Taiwan pr. [Yu2]; hematoma (internal blood clot)  / extravasated blood (spilt into surrounding tissue)  / contusion; literal-minded  / pedantic  / doctrinaire  / longwinded  / circuitous
yu,2,yu2,Yes,,"fish (CL:條｜条,尾)  / used in the names of various aquatic animals that are not fish (including abalone 鮑魚｜鲍鱼, alligators and crocodiles 鱷魚｜鳄鱼 and octopi 章魚｜章鱼); (of time or place) in; at; on  / (indicating any indirect relation) to; toward; vis-à-vis; with regard to; for  / (indicating a source) from; out of  / (used in comparison) than  / (used in the passive voice) by; to go  / to take  / sentence-final interrogative particle  / variant of 於｜于"
yu,3,yu3,Yes,,"rain  / CL: 陣｜阵, 場｜场; and  / to give  / together with; (literary) to give"
yu,4,yu4,Yes,,"jade; (bound form) to encounter; to happen upon; to meet unplanned  / (bound form) to treat; to receive; (literary) to rain  / (of rain, snow etc) to fall  / to precipitate  / to wet"
yuan,1,yuan1,Yes,,injustice  / grievance  / wrong; old variant of 冤; deep pool  / deep  / profound
yuan,2,yuan2,Yes,,currency unit (esp. Chinese yuan)  / (bound form) first; original; primary  / (bound form) basic; fundamental  / (bound form) constituent; part  / (prefix) meta-  / (math.) argument; variable  / era (of a reign)  / (Tw) (geology) eon; (bound form) person engaged in a certain field of activity  / (bound form) member  / classifier for military generals; circle  / round  / circular  / spherical  / (of the moon) full  / unit of Chinese currency (yuan)  / tactful  / to make consistent and whole (the narrative of a dream or a lie)
yuan,3,yuan3,Yes,,far  / distant  / remote  / (intensifier in a comparison) by far  / much (lower etc); old variant of 遠｜远
yuan,4,yuan4,Yes,,courtyard  / institution  / CL: 個｜个; (bound form) wish; hope; desire  / to be willing  / to wish (that sth may happen); may ...  / vow; pledge; to blame  / (bound form) resentment; hatred; grudge
yue,1,yue1,Yes,,to make an appointment  / to invite  / approximately  / pact  / treaty  / to economize  / to restrict  / to reduce (a fraction)  / concise; to speak  / to say; used in 曱甴
yue,2,yue2,No,,
yue,3,yue3,Yes,,to puke  / to hiccup  / Taiwan pr. [yue1]
yue,4,yue4,Yes,,"moon  / month  / monthly  / CL: 個｜个, 輪｜轮; to exceed  / to climb over  / to surpass  / the more... the more; surname Yue"
yun,1,yun1,Yes,,confused  / dizzy  / giddy  / to faint  / to swoon  / to lose consciousness  / to pass out; good appearance; used in 氤氳｜氤氲
yun,2,yun2,Yes,,(classical) to say; cloud  / CL: 朵; surname Yun  / abbr. for Yunnan Province 雲南省｜云南省
yun,3,yun3,Yes,,just  / fair  / to permit  / to allow; (literary) to perish; to die; (bound form) to fall from the sky  / variant of 殞｜殒
yun,4,yun4,Yes,,to move  / to transport  / to use  / to apply  / fortune  / luck  / fate; the final (of a syllable) (Chinese phonology)  / rhyme  / appeal  / charm  / (literary) pleasant sound; pregnant
za,1,za1,Yes,,"to tie  / to bind  / classifier for flowers, banknotes etc: bundle  / Taiwan pr. [zha2]; to sip  / to smack one&#039;s lips  / to taste  / to savor; variant of 紮｜扎"
za,2,za2,Yes,,mixed  / miscellaneous  / various  / to mix; variant of 雜｜杂; to smash  / to pound  / to fail  / to muck up  / to bungle
za,3,za3,Yes,,dialectal equivalent of 怎麼｜怎么  / Taiwan pr. [ze2]
za,4,za4,No,,
zai,1,zai1,Yes,,disaster; calamity; variant of 災｜灾; old variant of 災｜灾
zai,2,zai2,No,,
