"序号
No.","词
Word","拼音
Pinyin","词类
Parts of Speech","词译文
Meaning of the Word","例句
Example","例句拼音
Sentence Pinyin"
734,【感觉】,gǎnjué,v.,sense; perceive; feel; experience,我～今天有点儿冷。,wǒ 感 觉 今 天 yǒu diǎn 儿 lěng 。
735,【感情】,gǎnqíng,n.,feeling; emotion,他的表演～非常丰富。,tā de 表 演 感 情 非 常 丰 fù 。
736,【感谢】,gǎnxiè,v.,thank; be grateful; appreciate,～您对我们的帮助。,感 谢 nín duì wǒ 们 de 帮 助 。
736,【感谢】,gǎnxiè,n.,acknowledgement; appreciation,请向他表示～。,qǐng xiàng tā 表 示 感 谢 。
737,【干】,gàn,v.,do; work,暑假你想去～什么，去旅游怎么样？,暑 jiǎ nǐ xiǎng qù gàn 什 么 ， qù 旅 游 怎 么 样 ？
738,【高级】,gāojí,adj.,advanced,这是一家很～的饭店。,这 shì yī jiā hěn gāo 级 de 饭 店 。
739,【高速公路】,gāosùgōnglù,n.,expressway,这里新修了一条～。,这 lǐ xīn 修 le yī tiáo gāo 速 公 lù 。
740,【各】,gè,pron.,every,超市里有～种水果。,超 市 lǐ yǒu gè zhǒng shuǐ 果 。
741,【工资】,gōngzī,n.,wage; pay; salary,他的新工作～很高。,tā de xīn 工 作 工 资 hěn gāo 。
742,【公里】,gōnglǐ,nm.,kilometer,这两个城市之间的距离有 300～。,这 liǎng gè 城 市 之 间 de 距 lí yǒu   3 0 0 公 lǐ 。
743,【功夫】,gōngfu,n.,Kung Fu,我最近在学习中国～。,wǒ zuì jìn zài 学 习 中 国 功 夫 。
744,【共同】,gòngtóng,adj.,common,我和我妻子有～的理想和生活目标。,wǒ hé wǒ 妻 子 yǒu 共 同 de 理 xiǎng hé 生 活 目 标 。
745,【购物】,gòuwù,sv.,go shopping,现在人们喜欢在网上～。,现 zài rén 们 喜 欢 zài 网 shàng 购 物 。
746,【够】,gòu,adv.,enough,今天~冷的。,今 天 gòu lěng de 。
746,【够】,gòu,v.,enough,电脑五千元，你带的钱～吗？,电 脑 wǔ qiān yuán ， nǐ dài de qián gòu ma ？
747,【估计】,gūjì,v.,estimate; figure approximately,我～他们已经到了机场了。,wǒ 估 计 tā 们 已 经 dào le 机 chǎng le 。
747,【估计】,gūjì,n.,an estimate,这只是我的～，并不确定。,这 zhǐ shì wǒ de 估 计 ， 并 bù 确 定 。
748,【鼓励】,gǔlì,n.,inspiration; encouragement,父母应该给孩子更多的～。,父 母 应 该 gěi 孩 子 gèng duō de 鼓 励 。
748,【鼓励】,gǔlì,v.,encourage; work up; cheer on,老师～我继续努力，不要放弃。,lǎo 师 鼓 励 wǒ 继 续 努 力 ， bù yào fàng 弃 。
749,【故意】,gùyì,adv.,intentionally; deliberately; designedly,对不起，我不是～的。,duì bù 起 ， wǒ bù shì 故 意 de 。
750,【顾客】,gùkè,n.,customer,服务员热情地为～服务。,服 务 员 rè 情 de wèi 顾 客 服 务 。
751,【挂】,guà,v.,suspend; hang,我们把画儿～在墙上吧。,wǒ 们 bǎ huà 儿 guà zài 墙 shàng ba 。
751,【挂】,guà,v.,hang up,请先别～电话。,qǐng xiān bié guà 电 话 。
752,【关键】,guānjiàn,n.,key point; key factor,这不是问题的～。,这 bù shì wèn tí de guān 键 。
752,【关键】,guānjiàn,adj.,crucial; very important,文章最～的部分是第三段。,文 章 zuì guān 键 de 部 fēn shì 第 sān duàn 。
753,【观众】,guānzhòng,n.,viewer; spectator; audience,电视机前的～朋友们，大家好。,电 视 机 前 de 观 众 朋 友 们 ， dà jiā hǎo 。
754,【管理】,guǎnlǐ,v.,be in charge of; manage,现在是谁～这座房子？,现 zài shì shéi 管 理 这 座 房 子 ？
754,【管理】,guǎnlǐ,n.,management,我不太懂～，所以不适合做负责人。,wǒ bù tài dǒng 管 理 ， 所 以 bù 适 合 zuò 负 责 rén 。
755,【光】,guāng,n.,light,早上打开窗户，太阳～照了进来。,早 shàng 打 kāi 窗 户 ， tài 阳 guāng 照 le jìn lái 。
755,【光】,guāng,adv.,solely; only,学游泳～看是不行的，要练习。,学 游 泳 guāng kàn shì bù 行 de ， yào 练 习 。
755,【光】,guāng,adj.,used up; finished (used after a verb),我们把西瓜吃～了。,wǒ 们 bǎ xī 瓜 chī guāng le 。
756,【广播】,guǎngbō,n.,broadcasting,爷爷正在听～。,爷 爷 正 zài tīng 广 播 。
757,【广告】,guǎnggào,n.,advertisement; commercial,我在报纸上看到了你们的～。,wǒ zài 报 纸 shàng kàn dào le nǐ 们 de 广 告 。
758,【逛】,guàng,v.,stroll; roam,今天我陪妈妈去～街了。,今 天 wǒ péi 妈 妈 qù guàng 街 le 。
759,【规定】,guīdìng,v.,stipulate; order,公司～，不能来上班要先请假。,公 司 规 定 ， bù néng lái shàng bān yào xiān qǐng jiǎ 。
759,【规定】,guīdìng,n.,rule; regulation; stipulation,请先阅读一下图书馆管理～。,qǐng xiān 阅 dú yī xià 图 shū 馆 管 理 规 定 。
760,【国籍】,guójí,n.,nationality; citizenship,请您在表格里填上～和姓名。,qǐng nín zài 表 格 lǐ 填 shàng 国 籍 hé xìng 名 。
761,【国际】,guójì,adj.,international,请问～航班的出口在哪儿？,qǐng wèn 国 际 航 bān de chū kǒu zài nǎ 儿 ？
762,【果汁】,guǒzhī,n.,juice,我更爱喝我自己做的～。,wǒ gèng ài hē wǒ 自 己 zuò de 果 汁 。
763,【过程】,guòchéng,n.,process; course,在工作的～中，我们可能会遇到很多问题。,zài 工 作 de guò 程 中 ， wǒ 们 可 néng huì 遇 dào hěn duō wèn tí 。
764,【海洋】,hǎiyáng,n.,ocean,孩子们被～馆深深地吸引了。,孩 子 们 bèi 海 洋 馆 shēn shēn de 吸 引 le 。
765,【害羞】,hàixiū,adj.,shy,她很～，不太喜欢说话。,tā hěn 害 羞 ， bù tài 喜 欢 shuō 话 。
766,【寒假】,hánjià,n.,winter vacation,我们再过一星期就要放～了。,wǒ 们 zài guò yī 星 期 jiù yào fàng 寒 jiǎ le 。
767,【汗】,hàn,n.,sweat,我一吃饭就出～。,wǒ yī chī 饭 jiù chū hàn 。
768,【好处】,hǎochu,n.,good point; advantage,运动对身体健康有～。,运 动 duì 身 体 健 康 yǒu hǎo 处 。
769,【好像】,hǎoxiàng,adv.,as if; seem; be like; look like,天阴了，～要下雨了。,天 yīn le ， hǎo xiàng yào xià yǔ le 。
770,【号码】,hàomǎ,n.,number,你还记得他的电话～吗？,nǐ huán 记 de tā de 电 话 hào 码 ma ？
771,【合格】,hégé,adj.,qualified,我是一名～的律师。,wǒ shì yī 名 合 格 de 律 师 。
772,【合适】,héshì,adj.,fit; suitable; appropriate,这双鞋你穿很～。,这 shuāng 鞋 nǐ chuān hěn 合 适 。
773,【盒子】,hézi,n.,box,～里装了些什么？,盒 子 lǐ 装 le xiē 什 么 ？
774,【后悔】,hòuhuǐ,v.,regret; repent,没去看演出，我很～。,没 qù kàn 演 chū ， wǒ hěn 后 悔 。
775,【厚】,hòu,adj.,thick,这本书太～了。,这 běn shū tài hòu le 。
775,【厚】,hòu,n.,thickness,地上的雪有一米～。,de shàng de xuě yǒu yī mǐ hòu 。
776,【互联网】,hùliánwǎng,n.,the Internet,～给人们的生活带来了很多方便。,互 联 网 gěi rén 们 de 生 活 dài lái le hěn duō 方 便 。
777,【互相】,hùxiāng,adv.,each other; one another,我们是邻居，应该～帮助。,wǒ 们 shì 邻 居 ， 应 该 互 相 帮 助 。
778,【护士】,hùshi,n.,nurse,～正在给病人打针。,护 士 正 zài gěi 病 rén 打 针 。
779,【怀疑】,huáiyí,v.,doubt; suspect,我～他忘了今天要开会。,wǒ 怀 疑 tā 忘 le 今 天 yào kāi huì 。
780,【回忆】,huíyì,v.,recall,我们经常～起小时候的事情。,wǒ 们 经 常 huí 忆 起 xiǎo 时 候 de 事 情 。
780,【回忆】,huíyì,n.,memory; recollection,大学生活给我们留下了美好的～。,dà 学 生 活 gěi wǒ 们 liú xià le 美 hǎo de huí 忆 。
781,【活动】,huódòng,v.,take exercise,我去公园里～～。,wǒ qù 公 园 lǐ 活 动 活 动 。
781,【活动】,huódòng,n.,activity,这次～组织得很成功。,这 cì 活 动 组 织 de hěn 成 功 。
782,【活泼】,huópō,adj.,lively,妹妹是个～可爱的小女孩。,妹 妹 shì gè 活 泼 可 ài de xiǎo nǚ 孩 。
783,【火】,huǒ,n.,fire,森林着～了。,森 林 zhe huǒ le 。
783,【火】,huǒ,n.,anger; irritation,请别发～。,qǐng bié fā huǒ 。
783,【火】,huǒ,adj.,fashionable; popular; prosperous,最近我们的生意很～。,zuì jìn wǒ 们 de 生 意 hěn huǒ 。
784,【获得】,huòdé,v.,get; obtain,祝贺你们～了好成绩。,祝 贺 nǐ 们 获 de le hǎo 成 绩 。
785,【积极】,jījí,adj.,positive; vigorous,我们要用～的态度面对生活。,wǒ 们 yào yòng 积 jí de 态 度 面 duì 生 活 。
786,【积累】,jīlěi,v.,accumulate,他在工作中～了丰富的经验。,tā zài 工 作 中 积 lèi le 丰 fù de 经 验 。
786,【积累】,jīlěi,n.,accumulation,经过多年的～，他的语言水平有了很大提高。,经 guò duō nián de 积 lèi ， tā de 语 言 shuǐ 平 yǒu le hěn dà 提 gāo 。
787,【基础】,jīchǔ,n.,basis; foundation,请在原来的～上再改一改。,qǐng zài 原 lái de 基 础 shàng zài 改 yī 改 。
787,【基础】,jīchǔ,adj.,basic,我学习了一些～的语法知识。,wǒ 学 习 le yī xiē 基 础 de 语 法 知 识 。
788,【激动】,jīdòng,adj.,stir; excite; move,看了这部电影，我很～。,kàn le 这 部 电 影 ， wǒ hěn 激 动 。
788,【激动】,jīdòng,v.,thrill; inspire,这个消息真是～人心。,这 gè 消 息 zhēn shì 激 动 rén 心 。
789,【及时】,jíshí,adv.,in time,谢谢你～赶来帮助我。,谢 谢 nǐ 及 时 gǎn lái 帮 助 wǒ 。
789,【及时】,jíshí,adj.,just right; just enough,这场雨下得很～。,这 chǎng yǔ xià de hěn 及 时 。
790,【即使】,jíshǐ,conj.,even if,～遇到了困难也不要放弃。,即 shǐ 遇 dào le kùn nán yě bù yào fàng 弃 。
791,【计划】,jìhuà,n.,plan,这个～很不错，你就按照它去做吧。,这 gè 计 划 hěn bù cuò ， nǐ jiù 按 照 tā qù zuò ba 。
791,【计划】,jìhuà,v.,plan to do sth,我们～在五一节那天结婚。,wǒ 们 计 划 zài wǔ yī jié 那 天 结 婚 。
792,【计算机】,jìsuànjī,n.,computer,每个教室里都有一台～。,měi gè jiāo 室 lǐ dōu yǒu yī 台 计 算 机 。
793,【记者】,jìzhě,n.,reporter; journalist,一位～报道了这个消息。,yī wèi 记 者 报 道 le 这 gè 消 息 。
794,【技术】,jìshù,n.,technology; technique,这是一个复杂的～问题。,这 shì yī gè 复 杂 de 技 术 wèn tí 。
795,【既然】,jìrán,conj.,since,你～答应了，就要把事情办好。,nǐ 既 然 答 应 le ， jiù yào bǎ 事 情 办 hǎo 。
796,【继续】,jìxù,adv.,"continue; proceed; carry on; get on; keep
on",请大家休息一会儿，十分钟后～上课。,qǐng dà jiā 休 息 yī huì 儿 ， shí fēn 钟 后 继 续 shàng kè 。
797,【寄】,jì,v.,mail,你的信已经～到。,nǐ de 信 已 经 jì dào 。
798,【加班】,jiābān,sv.,work overtime,这个星期，我们几乎每天都～。,这 gè 星 期 ， wǒ 们 jǐ 乎 měi 天 dōu 加 bān 。
799,【加油站】,jiāyóuzhàn,n.,gas station,你家附近有～吗？,nǐ jiā 附 jìn yǒu 加 油 zhàn ma ？
800,【家具】,jiājù,n.,furniture,搬家后我们换了新～。,bān jiā 后 wǒ 们 huàn le xīn jiā 具 。
801,【价格】,jiàgé,n.,price,从去年开始，汽车的～在降低。,cóng qù nián kāi 始 ， 汽 车 de 价 格 zài 降 dī 。
802,【假】,jiǎ,adj.,fake; false,做人要诚实，不能说～话。,zuò rén yào 诚 实 ， bù néng shuō jiǎ 话 。
803,【坚持】,jiānchí,v.,insist on; persist in; keep up; stand on,他一直～自己的看法。,tā yī 直 坚 持 自 己 de kàn 法 。
804,【减肥】,jiǎnféi,sv.,lose weight,我每天跑步～。,wǒ měi 天 跑 步 减 肥 。
805,【减少】,jiǎnshǎo,v.,reduce; decrease; cut down; diminish,顾客～了三分之一。,顾 客 减 shǎo le sān fēn 之 yī 。
806,【建议】,jiànyì,v.,suggest; advise,我～明天休息一天。,wǒ 建 议 明 天 休 息 yī 天 。
806,【建议】,jiànyì,n.,suggestion; advice,他提出了很多有用的～。,tā 提 chū le hěn duō yǒu yòng de 建 议 。
807,【将来】,jiānglái,n.,in the future; later,～你打算做什么工作？,将 lái nǐ 打 算 zuò 什 么 工 作 ？
808,【奖金】,jiǎngjīn,n.,prize; reward; award; bonus,我们年底发了一笔～。,wǒ 们 nián dǐ fā le yī 笔 奖 金 。
809,【降低】,jiàngdī,v.,lower; reduce; decrease,秋天来了，温度开始～了。,qiū 天 lái le ， 温 度 kāi 始 降 dī le 。
810,【交】,jiāo,v.,give; hand over,我已经把材料～给经理了。,wǒ 已 经 bǎ 材 料 jiāo gěi 经 理 le 。
810,【交】,jiāo,v.,make friends,我～了很多中国朋友。,wǒ jiāo le hěn duō 中 国 朋 友 。
811,【交流】,jiāoliú,v.,communicate,语言是人和人之间～的工具。,语 言 shì rén hé rén 之 间 jiāo 流 de 工 具 。
811,【交流】,jiāoliú,v.,have an exchange with,国家之间的文化～越来越丰富。,国 jiā 之 间 de 文 化 jiāo 流 yuè lái yuè 丰 fù 。
812,【交通】,jiāotōng,n.,traffic,常用的～工具有汽车、火车、飞机等。,常 yòng de jiāo 通 工 具 yǒu 汽 车 、 huǒ 车 、 飞 机 děng 。
813,【郊区】,jiāoqū,n.,suburbs; outskirts,我住在～，开车半个小时就能到市中心。,wǒ zhù zài 郊 区 ， kāi 车 bàn gè xiǎo 时 jiù néng dào 市 中 心 。
814,【骄傲】,jiāo’ào,adj.,proud,获得了成功也不能太～。,获 de le 成 功 yě bù néng tài 骄 傲 。
815,【饺子】,jiǎozi,n.,jiaozi; dumpling,中国人过春节要吃～。,中 国 rén guò chūn jié yào chī 饺 子 。
816,【教授】,jiàoshòu,n.,professor,他是一位大学～。,tā shì yī wèi dà 学 jiāo 授 。
817,【教育】,jiàoyù,n.,education,父母很重视孩子的～。,父 母 hěn 重 视 孩 子 de jiāo 育 。
817,【教育】,jiàoyù,v.,educate,爸爸经常～我要做一个诚实的人。,爸 爸 经 常 jiāo 育 wǒ yào zuò yī gè 诚 实 de rén 。
818,【接受】,jiēshòu,v.,accept; take up,你的意见我都～。,nǐ de 意 见 wǒ dōu jiē 受 。
819,【接着】,jiēzhe,v.,continue; go on,他想了一会儿～写。,tā xiǎng le yī huì 儿 jiē zhe xiě 。
820,【节】,jié,nm.,section; period of class,我们下午只有一～课。,wǒ 们 xià 午 zhǐ yǒu yī jié kè 。
821,【节约】,jiéyuē,v.,economize; save; spare,请～用水。,qǐng jié 约 yòng shuǐ 。
822,【结果】,jiéguǒ,n.,result,你看比赛了吗，～怎么样？,nǐ kàn bǐ 赛 le ma ， 结 果 怎 么 样 ？
823,【解释】,jiěshì,v.,explain; interpret; define,他把原因～得很清楚。,tā bǎ 原 因 解 释 de hěn 清 楚 。
823,【解释】,jiěshì,n.,"explanation; comment; construction;
exposition",请允许我对这件事做个～。,qǐng 允 许 wǒ duì 这 jiàn 事 zuò gè 解 释 。
824,【尽管】,jǐnguǎn,conj.,although; even though,～我认识他很久了，但是并不了解。,尽 管 wǒ 认 识 tā hěn jiǔ le ， 但 shì 并 bù le 解 。
825,【紧张】,jǐnzhāng,adj.,feel nervous,第一次演出，他很～。,第 yī cì 演 chū ， tā hěn 紧 zhāng 。
826,【进行】,jìnxíng,v.,execute; carry out,比赛还在～。,bǐ 赛 huán zài jìn 行 。
827,【禁止】,jìnzhǐ,v.,forbid; prohibit,公共场所～抽烟。,公 共 chǎng 所 禁 止 抽 烟 。
828,【京剧】,jīngjù,n.,Beijing Opera,她是一位著名的～演员。,tā shì yī wèi 著 名 de 京 剧 演 员 。
829,【经济】,jīngjì,n.,economy,近些年来这个城市的～发展很快快。,jìn xiē nián lái 这 gè 城 市 de 经 济 fā 展 hěn kuài kuài 。
830,【经历】,jīnglì,v.,go through; experience; undergo,这段时间，我～了很多事情。,这 duàn 时 间 ， wǒ 经 历 le hěn duō 事 情 。
830,【经历】,jīnglì,n.,one's past experiences,我的～我都写在这本书里了。,wǒ de 经 历 wǒ dōu xiě zài 这 běn shū lǐ le 。
831,【经验】,jīngyàn,n.,experience,他在工作中积累了很多～。,tā zài 工 作 中 积 lèi le hěn duō 经 验 。
832,【精彩】,jīngcǎi,adj.,"(of a performance, match, etc.) brilliant,
wonderful",你们的表演真～，大家都很喜欢。,nǐ 们 de 表 演 zhēn 精 彩 ， dà jiā dōu hěn 喜 欢 。
833,【景色】,jǐngsè,n.,scenery; view,日落的时候，海边的～很美。,rì 落 de 时 候 ， 海 边 de 景 色 hěn 美 。
834,【警察】,jǐngchá,n.,policeman; policewoman ; cop,我从小就想成为一名～。,wǒ cóng xiǎo jiù xiǎng 成 wèi yī 名 警 察 。
835,【竞争】,jìngzhēng,v.,compete; contend,运动员们在赛场上激烈地～。,运 动 员 们 zài 赛 chǎng shàng 激 烈 de 竞 争 。
836,【竟然】,jìngrán,adv.,unexpectedly,他们～只用了一周就完成了任务。,tā 们 竟 然 zhǐ yòng le yī 周 jiù wán 成 le 任 务 。
837,【镜子】,jìngzi,n.,mirror; glass,对不起，我把～打破了。,duì bù 起 ， wǒ bǎ 镜 子 打 pò le 。
838,【究竟】,jiūjìng,adv.,on earth,你～为什么哭呢？,nǐ 究 竟 wèi 什 么 kū ne ？
839,【举】,jǔ,v.,lift; hold up,大家还有问题吗？请～手。,dà jiā huán yǒu wèn tí ma ？ qǐng jǔ 手 。
840,【举办】,jǔbàn,v.,"hold (an exhibition, contest, etc.)",这个活动由我们来～。,这 gè 活 动 由 wǒ 们 lái jǔ 办 。
841,【举行】,jǔxíng,v.,perform; take place,会议两点钟～。,huì 议 liǎng diǎn 钟 jǔ 行 。
842,【拒绝】,jùjué,v.,decline; reject,他～了大家的邀请。,tā 拒 绝 le dà jiā de 邀 qǐng 。
843,【距离】,jùlí,v.,be apart from; be at a distance from,我家～公司很远。,wǒ jiā 距 lí 公 司 hěn yuǎn 。
844,【聚会】,jùhuì,n.,meeting; get-together,明天有个～，你想参加吗？,明 天 yǒu gè 聚 huì ， nǐ xiǎng 参 加 ma ？
845,【开玩笑】,kāi wánxiào,n.,make a joke,你是在～吧？,nǐ shì zài kāi wán xiào ba ？
846,【开心】,kāixīn,adj.,happy; joyful; delighted,妹妹～地笑了。,妹 妹 kāi 心 de xiào le 。
847,【看法】,kànfǎ,n.,opinion,请说说您对这件事儿的～吧。,qǐng shuō shuō nín duì 这 jiàn 事 儿 de kàn 法 ba 。
848,【考虑】,kǎolǜ,v.,think; consider,我会认真～一下这个问题。,wǒ huì 认 zhēn 考 虑 yī xià 这 gè wèn tí 。
849,【科学】,kēxué,n.,science,他在学校里学习了很多～知识。,tā zài 学 校 lǐ 学 习 le hěn duō 科 学 知 识 。
850,【棵】,kē,nm.,used for plants,这～树又高又大。,这 kē shù yòu gāo yòu dà 。
851,【咳嗽】,késou,v.,cough,他感冒了，～得很厉害。,tā 感 冒 le ， 咳 嗽 de hěn 厉 害 。
852,【可怜】,kělián,adj.,pitiful; pitiable; poor,这个小孩儿找不到家了，真～。,这 gè xiǎo 孩 儿 zhǎo bù dào jiā le ， zhēn 可 怜 。
853,【可是】,kěshì,conj.,but; yet; however,虽然我很想去，～实在没时间。,虽 然 wǒ hěn xiǎng qù ， 可 shì 实 zài 没 时 间 。
854,【可惜】,kěxī,adj.,regrettable; unfortunate,你不能来参加我们的聚会太～了。,nǐ bù néng lái 参 加 wǒ 们 de 聚 huì tài 可 惜 le 。
855,【客厅】,kètīng,n.,living room,爸爸正在～看电视呢。,爸 爸 正 zài 客 厅 kàn 电 视 ne 。
856,【肯定】,kěndìng,adv.,certainly; surely,我五点以前～会回来。,wǒ wǔ diǎn 以 前 肯 定 huì huí lái 。
857,【空】,kōng,adj.,empty; vacant,盒子里是～的，什么都没有。,盒 子 lǐ shì kōng de ， 什 么 dōu 没 yǒu 。
858,【空气】,kōngqì,n.,air,公园里～非常新鲜。,公 园 lǐ kōng 气 非 常 xīn 鲜 。
859,【恐怕】,kǒngpà,adv.,perhaps; probably; maybe,～要下雨了，你带伞了吗？,恐 怕 yào xià yǔ le ， nǐ dài sǎn le ma ？
860,【苦】,kǔ,adj.,bitter,药太～了，我不想吃。,yào tài kǔ le ， wǒ bù xiǎng chī 。
861,【矿泉水】,kuàngquánshuǐ,n.,mineral water,我买了两瓶～。,wǒ mǎi le liǎng 瓶 矿 泉 shuǐ 。
862,【困】,kùn,adj.,feel sleepy,我～了，要去睡觉。,wǒ kùn le ， yào qù 睡 觉 。
863,【困难】,kùnnan,n.,trouble; difficulty,工作中，我们遇到了很多～。,工 作 中 ， wǒ 们 遇 dào le hěn duō kùn nán 。
863,【困难】,kùnnan,adj.,difficult; hard; tough,这个任务对我来说很～。,这 gè 任 务 duì wǒ lái shuō hěn kùn nán 。
864,【垃圾桶】,lājītǒng,n.,trash can,街上有许多～。,街 shàng yǒu 许 duō 垃 圾 桶 。
865,【拉】,lā,v.,pull,妈妈～着女儿的手。,妈 妈 lā zhe nǚ 儿 de 手 。
866,【辣】,là,adj.,(of taste) spicy; hot,我不习惯吃太～的菜。,wǒ bù 习 惯 chī tài là de cài 。
867,【来不及】,láibují,adj.,haven’t enough time,我今天早上起晚了，～吃早饭了。,wǒ 今 天 早 shàng 起 晚 le ， lái bù 及 chī 早 饭 le 。
868,【来得及】,láidejí,adj.,have enough time,电影九点半才开始，还～。,电 影 jiǔ diǎn bàn cái kāi 始 ， huán lái de 及 。
869,【来自】,láizì,v.,come from,他～一个美丽的海边城市。,tā lái 自 yī gè 美 丽 de 海 边 城 市 。
870,【懒】,lǎn,adj.,lazy,我家的小猫很～，一个下午都在睡觉。,wǒ jiā de xiǎo māo hěn lǎn ， yī gè xià 午 dōu zài 睡 觉 。
871,【浪费】,làngfèi,v.,squander; waste,这样做只是～时间。,这 样 zuò zhǐ shì 浪 费 时 间 。
872,【浪漫】,làngmàn,adj.,romantic,这本书讲了一个～的爱情故事。,这 běn shū jiǎng le yī gè 浪 漫 de ài 情 故 事 。
873,【老虎】,lǎohǔ,n.,tiger,每次去动物园，儿子最喜欢看的就是～。,měi cì qù 动 物 园 ， 儿 子 zuì 喜 欢 kàn de jiù shì lǎo 虎 。
874,【冷静】,lěngjìng,adj.,calm; cool; dispassionate,你十分～地面对这个问题。,nǐ shí fēn lěng 静 de 面 duì 这 gè wèn tí 。
874,【冷静】,lěngjìng,v.,calm down,你别激动，先～一下。,nǐ bié 激 动 ， xiān lěng 静 yī xià 。
875,【离婚】,líhūn,v.,divorce,我最近才知道他们～了。,wǒ zuì jìn cái 知 道 tā 们 lí 婚 le 。
876,【礼拜天】,lǐbàitiān,n.,Sunday,这个～，你有空吗？,这 gè 礼 拜 天 ， nǐ yǒu kōng ma ？
877,【礼貌】,lǐmào,n.,politeness; manners; ceremony; civility,这个小朋友很有～。,这 gè xiǎo 朋 友 hěn yǒu 礼 貌 。
878,【理发】,lǐfà,v.,get a haircut,你什么时候去～？,nǐ 什 么 时 候 qù 理 fā ？
879,【理解】,lǐjiě,v.,understand; comprehend,这个问题你能～了吗？,这 gè wèn tí nǐ néng 理 解 le ma ？
880,【理想】,lǐxiǎng,n.,ideal; perfection,每个人都有自己的～。,měi gè rén dōu yǒu 自 己 de 理 xiǎng 。
880,【理想】,lǐxiǎng,adj.,perfect; desirable,因为努力学习，他获得了～的成绩。,因 wèi 努 力 学 习 ， tā 获 de le 理 xiǎng de 成 绩 。
881,【力气】,lìqi,n.,(physical) strength; might; force,走了这么多路，我累得一点儿～都没有了。,zǒu le 这 么 duō lù ， wǒ lèi de yī diǎn 儿 力 气 dōu 没 yǒu le 。
882,【厉害】,lìhai,adj.,grave; serious; acute,他病得很～，住院了。,tā 病 de hěn 厉 害 ， zhù 院 le 。
883,【俩】,liǎ,num.,pair; couple,我们～是好朋友。,wǒ 们 liǎ shì hǎo 朋 友 。
884,【连】,lián,adv.,even (used for emphasis),你怎么～我都忘了？,nǐ 怎 么 lián wǒ dōu 忘 le ？
884,【连】,lián,v.,be in succession,上课的时候，老师～着问了我好几个问题。,shàng kè de 时 候 ， lǎo 师 lián zhe wèn le wǒ hǎo jǐ gè wèn tí 。
885,【联系】,liánxì,v.,communicate; establish contact,有什么问题可以随时～我。,yǒu 什 么 wèn tí 可 以 随 时 联 系 wǒ 。
885,【联系】,liánxì,n.,association; relationship,你和大学同学还有～吗？,nǐ hé dà 学 同 学 huán yǒu 联 系 ma ？
886,【凉快】,liángkuai,adj.,cool,秋天的天气很～。,qiū 天 de 天 气 hěn 凉 kuài 。
887,【零钱】,língqián,n.,change,您可以帮我换一些～吗？,nín 可 以 帮 wǒ huàn yī xiē líng qián ma ？
888,【另外】,lìngwài,adj.,in addition,我还要跟你谈～一件事情。,wǒ huán yào gēn nǐ 谈 另 wài yī jiàn 事 情 。
889,【留】,liú,v.,stay,我～下等他，你先走吧。,wǒ liú xià děng tā ， nǐ xiān zǒu ba 。
890,【流利】,liúlì,adj.,fluent,你的汉语说得很～。,nǐ de 汉 语 shuō de hěn 流 利 。
891,【流行】,liúxíng,adj.,popular; fashionable,很多年轻人都喜欢～音乐。,hěn duō nián qīng rén dōu 喜 欢 流 行 音 乐 。
892,【旅行】,lǚxíng,v.,travel,我们计划夏天去云南～。,wǒ 们 计 划 xià 天 qù 云 nán 旅 行 。
893,【律师】,lǜshī,n.,lawyer,我的妈妈是一名～。,wǒ de 妈 妈 shì yī 名 律 师 。
894,【乱】,luàn,adj.,messy; disorderly; in confusion; confused,房间里很～，我们收拾一下吧。,房 间 lǐ hěn luàn ， wǒ 们 shōu 拾 yī xià ba 。
895,【麻烦】,máfan,adj.,troublesome,这件事儿很～，我们需要你的帮助。,这 jiàn 事 儿 hěn 麻 烦 ， wǒ 们 需 yào nǐ de 帮 助 。
895,【麻烦】,máfan,v.,bother,～您帮我拿个杯子好吗？,麻 烦 nín 帮 wǒ ná gè 杯 子 hǎo ma ？
895,【麻烦】,máfan,n.,bother; burden,真不好意思，给你带来这么多～。,zhēn bù hǎo 意 思 ， gěi nǐ dài lái 这 么 duō 麻 烦 。
896,【马虎】,mǎhu,adj.,careless; negligent,做事要认真，不能这么～。,zuò 事 yào 认 zhēn ， bù néng 这 么 mǎ 虎 。
897,【满】,mǎn,adj.,filled; full of,我的书包里装～了书。,wǒ de shū bāo lǐ 装 mǎn le shū 。
898,【毛】,máo,n.,hair; fur,这只小狗的～是白色的。,这 zhǐ xiǎo gǒu de máo shì bái 色 de 。
898,【毛】,máo,nm.,tenth of one Yuan (monetary unit),地上有一～钱。,de shàng yǒu yī máo qián 。
899,【毛巾】,máojīn,n.,towel,热了吧，用～擦擦汗吧。,rè le ba ， yòng máo 巾 cā cā hàn ba 。
900,【美好】,měihǎo,adj.,"bright; beautiful (used for sth abstract,
such as life and wish)",我觉得每天的生活都很～。,wǒ 觉 de měi 天 de 生 活 dōu hěn 美 hǎo 。
901,【美丽】,měilì,adj.,beautiful,她真是一个～的女孩儿。,tā zhēn shì yī gè 美 丽 de nǚ 孩 儿 。
902,【梦】,mèng,n.,dream,这真是个有趣的～！,这 zhēn shì gè yǒu 趣 de mèng ！
902,【梦】,mèng,v.,have a dream while sleeping,昨天晚上我～到了妈妈。,昨 天 晚 shàng wǒ mèng dào le 妈 妈 。
